cluster,n_customers,share,median_ACTUAL_CLTV,mean_ACTUAL_CLTV,median_CURRENT_YEAR_FAP,mean_CURRENT_YEAR_FAP,median_FUTURE_LIFETIME_VALUE,mean_FUTURE_LIFETIME_VALUE,median_ACTUAL_LIFETIME_DURATION,mean_ACTUAL_LIFETIME_DURATION,median_NUM_CROSS_SOLD_LY,mean_NUM_CROSS_SOLD_LY,median_CLM_OVER_PROFIT_HITCOUNT,mean_CLM_OVER_PROFIT_HITCOUNT,mode_CUSTOMER_SEGMENT,mode_CUSTOMER_PORTFOLIO,mode_ACTIVE_CUSTOMER,mean_CURRENT_GWP,mean_LAST_YEAR_GWP,mean_GEP_FIN_FULL,mean_GEC_FIN_FULL,mean_CLM_INC_FULL,mean_WEIGHTED_PLAN_LOSS_RATIO,mean_ACTUAL_LOSS_RATIO,mean_EXPECTED_LIFETIME_VALUE,mean_TOTAL_SCORE,mean_INSP_FLAG,product_index
53,276,0.001665148324896984,2362.3,2339.5533333333333,,,,,7.0,7.001449275362319,0.0,0.0,0.0,0.0,F,MID,N,,-138.3811111111111,3492.356428571428,811.2172619047619,3916.079393939394,0.16807435366264625,0.0032811445153199366,712.0379710144927,19.608695652173914,,0.0
10,272,0.0016410157404781872,245.445,467.21875,383.53,385.9937132352941,969.0077675,978.1340142928337,4.9,5.668014705882353,1.0,1.0073529411764706,0.0,0.0,E,MID,Y,364.5005777777778,411.5874369747899,1584.414705882353,243.76970588235295,304.16499999999996,0.0703655485469024,0.00030967555630073565,1445.3527642928336,23.53676470588235,,2.1080443066553185
59,267,0.001610850009954691,0.0,0.7681647940074907,,,,,5.0,5.0,0.0,0.0,0.0,0.0,F,MID,N,,0.0,4.933863636363636,0.8155681818181818,284.489,0.07981565014833697,0.0023295880149812732,0.7681647940074907,18.254681647940075,,0.0
109,266,0.0016048168638499918,1451.4,1469.3606390977443,,,,,1.0,1.0,0.0,0.0,0.0,0.0,F,MID,N,,34.973571428571425,2030.9133458646616,439.9578195488722,174.48000000000002,0.6061677242794715,0.007403135738071894,1469.3606390977443,19.0,,0.0
55,253,0.001526385964488902,2334.68,2318.294050632911,,,,,6.0,5.9992094861660075,0.0,0.0,0.0,0.0,F,MID,N,,8.352941176470588e-16,3843.1951898734183,800.1405063291139,9797.235428571428,0.16841364263130515,0.005804299175318807,723.8941897233201,19.58893280632411,,0.0
18,252,0.0015203528183842028,2497.1000000000004,5286.694166666666,2500.0,2494.186865079365,0.0,0.0,3.0,4.53452380952381,0.0,0.17857142857142858,0.0,0.17063492063492064,F,MID,N,454.71413043478253,2300.1854502369665,11597.08694063927,2039.2031963470322,9588.031126760487,0.4583932956643954,0.16832813041760158,5286.694166666666,21.634920634920636,,0.3736887717741441
13,244,0.0014720876495466092,4189.98,6578.387827868853,3502.5,3522.2008196721313,0.0,0.004319193442622951,3.0,3.9254098360655734,0.0,0.16393442622950818,0.0,0.19672131147540983,F,MID,N,644.3639111111112,3465.9427649769586,13114.757522522523,2422.88481981982,8853.849583333335,0.4967026149337457,0.23296726114362798,6578.3921470622945,21.66393442622951,,0.3430585445795421
51,244,0.0014720876495466092,2316.13,2299.5687058823532,,,,,8.0,8.003688524590164,0.0,0.0,0.0,0.0,F,MID,N,,43.69555555555558,3835.722470588236,810.9114117647059,5390.651666666667,0.1841408394164667,0.002960676298380938,801.0792622950821,20.66393442622951,,0.0
75,244,0.0014720876495466092,126.00999999999999,128.87516393442624,,,,,0.2,0.2,0.0,0.0,0.0,0.0,F,MID,N,,200.20130434782604,321.8043032786885,43.27680327868852,195.51,0.3960950940277444,0.0044313898728946515,128.87516393442624,18.852459016393443,,0.0
3,233,0.0014057230423949177,727.91,1397.5709442060088,1002.34,994.531373390558,2508.927694,2496.8550003845467,11.4,11.062231759656653,1.0,1.0300429184549356,0.0,0.008583690987124463,E,MID,Y,961.4302941176472,961.156603773585,4849.039718309859,881.7248356807512,1301.268,0.057509519755737926,0.0029371021882171836,3894.4259445905545,24.841201716738198,,2.1555266492036464
