CUSTOMER_ID,cluster
204420,7
198987,7
142217,7
184229,7
181730,7
180586,7
152800,7
168552,7
190707,7
172723,7
170814,7
184617,7
198175,7
198995,7
162399,7
148544,7
149040,7
166280,7
193055,7
148771,7
189423,7
182066,7
136560,7
154710,7
185751,7
175155,7
151825,7
189870,7
180077,7
181727,7
193331,7
194989,7
175123,7
180260,7
197694,7
204663,7
194164,7
183333,7
200314,7
170988,7
194739,7
195698,7
193809,7
17627,7
178179,7
173717,7
142678,3
162400,7
186661,7
197954,0
145323,3
158271,7
1897419,3
164150,7
172473,7
195234,7
203505,7
167712,7
156392,7
156576,7
49261,3
153455,7
172518,3
203420,0
167501,7
204395,0
169760,0
173347,7
189072,7
138777,7
177949,7
202155,7
174927,7
140693,7
154660,7
147354,7
162350,7
170473,7
177119,7
178101,7
193384,7
152452,7
168874,7
200967,7
201506,7
187149,7
155718,7
146713,7
197932,7
169319,7
200716,7
164692,7
142571,7
156599,7
150324,7
160994,7
155927,7
173993,7
166292,7
158641,7
405221,7
204468,7
141033,7
176282,7
178713,7
184609,7
137937,7
205697,3
140220,7
193769,7
196390,7
178876,7
205728,7
195145,7
200208,7
188262,7
190564,7
171208,7
175821,7
165794,7
1196049,7
138202,7
199927,7
139192,7
146081,0
202191,7
136910,7
184785,7
196430,7
174201,2
1490277,7
202195,7
201161,3
195198,3
176549,7
140299,7
180076,7
199744,7
200675,7
149175,7
182052,7
187206,7
155939,7
175561,7
167418,7
175475,7
201875,7
184989,7
185732,7
195662,7
202812,7
182884,7
180361,7
151903,3
144235,7
204879,7
185544,7
150652,7
173326,7
172268,7
455387,7
165335,7
156581,7
190286,7
149900,7
170076,7
164941,7
200336,7
139189,7
152364,7
177006,7
200962,7
160064,7
153476,7
206006,7
175463,7
150414,7
199040,7
144333,7
202200,7
149167,7
200686,7
146082,7
181544,7
154664,7
141527,7
1282222,2
159077,7
158987,7
145783,7
205629,7
192376,7
149777,7
168858,7
184994,3
194994,7
152535,7
192883,7
136958,7
144278,7
201191,7
175834,7
175781,7
1897125,3
184262,7
181965,7
156589,7
186082,7
161508,7
150854,7
138921,7
198726,3
177287,7
138810,3
193861,7
139169,7
183295,7
177272,7
181560,7
165473,7
198203,7
1898386,3
195108,7
164203,7
169631,7
203844,7
137410,3
183115,7
146877,7
190193,7
163536,3
175779,7
153819,7
175157,7
145041,7
156887,7
