cluster,n_customers,share,median_ACTUAL_CLTV,mean_ACTUAL_CLTV,median_CURRENT_YEAR_FAP,mean_CURRENT_YEAR_FAP,median_FUTURE_LIFETIME_VALUE,mean_FUTURE_LIFETIME_VALUE,median_ACTUAL_LIFETIME_DURATION,mean_ACTUAL_LIFETIME_DURATION,median_NUM_CROSS_SOLD_LY,mean_NUM_CROSS_SOLD_LY,median_CLM_OVER_PROFIT_HITCOUNT,mean_CLM_OVER_PROFIT_HITCOUNT,mode_CUSTOMER_SEGMENT,mode_CUSTOMER_PORTFOLIO,mode_ACTIVE_CUSTOMER,mean_CURRENT_GWP,mean_LAST_YEAR_GWP,mean_GEP_FIN_FULL,mean_GEC_FIN_FULL,mean_CLM_INC_FULL,mean_WEIGHTED_PLAN_LOSS_RATIO,mean_ACTUAL_LOSS_RATIO,mean_EXPECTED_LIFETIME_VALUE,mean_TOTAL_SCORE,product_index
0,64146,0.387002190032036,3485.909912109375,11507.7978515625,3468.0,14237.67578125,2566.798828125,9121.8876953125,3.0,4.300373077392578,0.0,0.0,0.0,0.10713060829981605,F,MID,N,737.9210205078125,178.34507751464844,19461.9375,2615.859619140625,13869.5703125,0.47737056016921997,0.06554697453975677,10561.5126953125,20.962788014841145,0.0
2,45453,0.2742245898968935,4176.60546875,14681.1435546875,3424.5,9552.53125,2351.03857421875,9772.185546875,5.099999904632568,6.455431938171387,1.0,1.0728224759641827,0.0,0.06323014982509405,E,MID,Y,7707.96435546875,7427.1162109375,20691.904296875,3327.116943359375,8192.54296875,0.3470733165740967,0.046964582055807114,24157.2890625,26.46615184916287,2.2450495948986093
1,20311,0.12253923053254581,0.009999999776482582,-4514.34814453125,469.0899963378906,4548.93408203125,341.70001220703125,4374.32470703125,1.5,2.892580509185791,0.0,0.2598099551966914,0.0,0.0,F,MID,N,2961.00244140625,2291.165283203125,270.1663513183594,234.85411071777344,23602.3203125,0.09024572372436523,5658396065792.0,-3442.03466796875,19.694795923391265,0.5436931530920234
5,13511,0.08151383702059113,-7841.259765625,-73061.34375,9692.5,26282.322265625,5548.90625,24669.8359375,4.199999809265137,5.440921783447266,0.0,0.3319517430242025,1.0,1.549478202945748,F,MID,N,15493.791015625,14861.2119140625,53683.3203125,6691.02978515625,118974.4453125,0.6080849766731262,8793874235392.0,-65282.9765625,17.82902819924506,0.694661179178403
3,11673,0.07042491448015396,3904.31005859375,16093.6865234375,2933.0,11773.779296875,0.0,0.020212089642882347,3.0,4.882181167602539,0.0,0.11291013449841515,0.0,0.2243639167309175,F,MID,N,827.0110473632812,9661.4951171875,36672.125,4510.79931640625,44162.98046875,0.4476953446865082,263.47454833984375,16093.70703125,22.534738284931038,0.23628219709677056
4,10657,0.06429523803777956,44782.62890625,135319.5625,23799.85546875,106829.5390625,23849.703125,167021.109375,13.199999809265137,14.685511589050293,2.0,1.8169278408557756,1.0,0.8662850708454537,C,MID,Y,68522.8515625,81959.8671875,327252.25,35886.3125,212956.5,0.4702072739601135,0.3388177454471588,299159.1875,31.59266210002815,3.802206986209197
