cluster,center_pca_x,center_pca_y,center_tsne_x,center_tsne_y,customer_count,mean_cltv,mean_fap,mean_future_lv,mean_tenure,mean_cross_sell,mean_claims
0,-0.43122239861156764,0.4265173735775044,-46.8522834777832,18.361671447753906,49819,10179.048845824082,28050.99585365854,28484.44579583369,2.292267212983048,0.0,0.09859692085348963
1,-1.0321084340540327,-1.8570870952150613,-19.52667999267578,-112.50579833984375,3846,-77685.0664950598,32492.497547274746,41596.17178826339,12.346801872074884,0.2706708268330733,0.8070722828913156
2,1.7840042388102457,-0.6989276448241922,77.80699920654297,-44.51380157470703,20666,2158.878072656818,815.586435691474,730.3627721662419,4.886489886770541,1.039823865285977,0.046501500048388655
3,0.5831123518191265,0.729037789171882,56.69133758544922,64.95886993408203,11042,18502.92046821228,15880.111935337802,0.433678006684868,4.7145354102517665,0.11320412968665097,0.3081869226589386
4,0.4526981108704499,0.32578177675726677,52.80270767211914,6.772629261016846,7072,150245.97357183258,129909.73880528846,206132.68613041038,10.474872737556561,2.264705882352941,0.9482466063348416
5,-1.016594208245317,-1.870401154108902,-4.284115791320801,-75.61100006103516,17931,-44358.03117394457,27760.54696917315,29705.39163944643,2.9974959567229935,0.21750041827003513,0.7065417433495065
6,-0.4880106514686036,0.3972502485463005,-66.58611297607422,26.39932632446289,20395,12184.624944151412,10520.55857468643,16062.571697147312,8.311968619759746,0.03652856092179456,0.19857808286344691
7,0.29205732874739143,0.30086233129569195,43.636322021484375,10.251832008361816,10062,27699.869972774024,12012.52105324711,16699.15563166554,19.633005366726294,0.8223017292784734,0.2054263565891473
8,0.1680297627650367,0.4973404826366331,36.90733337402344,10.09432315826416,24918,28177.844223123568,19399.594031903376,22591.24999081541,4.226662116589048,1.0631270567461273,0.1870134039650052
